,Time,Hips.X,Hips.Y,Hips.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightArm.X,RightArm.Y,RightArm.Z,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,Neck.X,Neck.Y,Neck.Z,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightLeg.X,RightLeg.Y,RightLeg.Z,RightFoot.X,RightFoot.Y,RightFoot.Z,LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,Head.X,Head.Y,Head.Z
10,0.08333,0.041626103,0.561123355,-0.434649816,0.030103404,0.875604174,-0.4378399,0.076658575,0.879978114,-0.545214691,0.124301206,0.697237844,-0.573882004,0.030103404,0.875604174,-0.4378399,0.046351916,0.877124514,-0.321867768,0.018761985,0.699881106,-0.256223185,0.030103404,0.875604174,-0.4378399,0.047141886,0.559914305,-0.498095342,-0.057358707,0.307909432,-0.524812472,-0.10970555,0.044677943,-0.544493181,0.036110319,0.562332404,-0.371204289,0.082283456,0.292193922,-0.365383904,0.165380346,0.036409849,-0.356016164,0.009330696,0.993903391,-0.427510456
11,0.091663,0.036639697,0.560208802,-0.435777298,0.024840664,0.87466597,-0.439134039,0.071162391,0.878940496,-0.546613745,0.119420105,0.696335056,-0.575110898,0.024840664,0.87466597,-0.439134039,0.041246201,0.876182841,-0.32318397,0.012530807,0.699382898,-0.256830013,0.024840664,0.87466597,-0.439134039,0.042032181,0.559045244,-0.499234274,-0.05980212,0.305936992,-0.525816653,-0.124333547,0.04557152,-0.547353952,0.031247213,0.56137236,-0.372320323,0.078767366,0.29147655,-0.366097642,0.165269714,0.03684474,-0.35618177,0.004268525,0.992995347,-0.428748797
12,0.099996,0.031571261,0.559205238,-0.436883837,0.019461236,0.873686268,-0.440415338,0.065647911,0.877871475,-0.547956661,0.114327304,0.695372126,-0.576416203,0.019461236,0.873686268,-0.440415338,0.03588119,0.875396127,-0.324469996,0.006350521,0.698929259,-0.257589316,0.019461236,0.873686268,-0.440415338,0.03695678,0.558044292,-0.500341452,-0.062800879,0.304095359,-0.526779754,-0.137498671,0.046583931,-0.549724115,0.026185741,0.560366183,-0.373426222,0.07514182,0.290736833,-0.366796697,0.165060136,0.037308807,-0.356439485,-0.000801906,0.992071337,-0.430057344
13,0.108329,0.026515042,0.558281958,-0.438191089,0.014206357,0.872738117,-0.441747202,0.059989116,0.876580948,-0.549473859,0.109263912,0.694245726,-0.577960744,0.014206357,0.872738117,-0.441747202,0.030765678,0.874339512,-0.325820133,0.000177963,0.698271693,-0.258365288,0.014206357,0.872738117,-0.441747202,0.031594114,0.55717064,-0.501674854,-0.066136878,0.302402015,-0.527794501,-0.148985122,0.047482737,-0.551683193,0.02143597,0.559393277,-0.374707323,0.070988989,0.289885368,-0.367592539,0.164878548,0.037929368,-0.356580541,-0.006111315,0.991115409,-0.431407159
14,0.116662,0.021478022,0.557238252,-0.439952126,0.008720533,0.87163568,-0.443226589,0.054423478,0.875477975,-0.55098715,0.103885461,0.693195059,-0.579484378,0.008720533,0.87163568,-0.443226589,0.025804148,0.873285849,-0.327376306,-0.005940231,0.697647489,-0.259338802,0.008720533,0.87163568,-0.443226589,0.026303695,0.556398887,-0.503459833,-0.070108836,0.301073509,-0.529037364,-0.158518474,0.048065247,-0.553304518,0.016652349,0.558077616,-0.376444419,0.066868984,0.288717533,-0.368440053,0.16469126,0.038302909,-0.356538037,-0.010971308,0.990116012,-0.432855962
15,0.124995,0.016249015,0.556191054,-0.441395513,0.003422765,0.870633426,-0.444570695,0.048567112,0.874232202,-0.552574852,0.098307813,0.692033653,-0.581126429,0.003422765,0.870633426,-0.444570695,0.02058422,0.872322792,-0.328732483,-0.012006826,0.696978343,-0.260338118,0.003422765,0.870633426,-0.444570695,0.020866213,0.555354174,-0.50491875,-0.074915623,0.299782328,-0.530404168,-0.166044751,0.047775988,-0.555033946,0.011631818,0.557027934,-0.377872276,0.062512945,0.287808059,-0.369363208,0.164393741,0.039054911,-0.356693781,-0.016460297,0.989088905,-0.434281338
16,0.133328,0.011002556,0.555206688,-0.442821447,-0.001966688,0.86965598,-0.445984971,0.042731554,0.873008345,-0.554182429,0.092607302,0.690867537,-0.582866519,-0.001966688,0.86965598,-0.445984971,0.015334242,0.871325781,-0.330167224,-0.018000359,0.696252748,-0.261436745,-0.001966688,0.86965598,-0.445984971,0.015365981,0.554375568,-0.506362696,-0.080504315,0.298849753,-0.531976737,-0.171499686,0.046805296,-0.556710798,0.00663913,0.556037809,-0.379280199,0.057948691,0.286916062,-0.370255278,0.164100404,0.03999794,-0.356779581,-0.021833926,0.988118413,-0.435745229
17,0.141661,0.005722935,0.55431308,-0.444294505,-0.007377352,0.868743555,-0.447498538,0.036835785,0.871778157,-0.555904492,0.086689938,0.689650539,-0.584709621,-0.007377352,0.868743555,-0.447498538,0.010125401,0.870339319,-0.331710075,-0.023980932,0.695535402,-0.262673925,-0.007377352,0.868743555,-0.447498538,0.00978855,0.553498432,-0.507855717,-0.086933316,0.298310651,-0.53363773,-0.175256446,0.045286963,-0.558058577,0.00165732,0.555127728,-0.380733293,0.053273228,0.286081771,-0.371209336,0.163745795,0.041119557,-0.356798746,-0.027218259,0.987221325,-0.437385975
18,0.149994,0.000460767,0.553482303,-0.445791998,-0.012789246,0.867880566,-0.449031789,0.031048972,0.870664751,-0.557596608,0.080593985,0.688486016,-0.586611117,-0.012789246,0.867880566,-0.449031789,0.004981759,0.869377219,-0.33328287,-0.02988847,0.694802349,-0.26404904,-0.012789246,0.867880566,-0.449031789,0.004382361,0.552701914,-0.509362687,-0.093792715,0.298086429,-0.535309643,-0.177552096,0.043446497,-0.558999516,-0.003460828,0.554262692,-0.382221308,0.048494024,0.285299393,-0.37221771,0.163387551,0.042440094,-0.356817126,-0.032644123,0.986362022,-0.438990073
19,0.158327,-0.004839798,0.552705632,-0.447310434,-0.01824152,0.867080924,-0.450608948,0.025221626,0.869658849,-0.559329554,0.074220809,0.687364492,-0.588544082,-0.01824152,0.867080924,-0.450608948,-0.000166469,0.868515043,-0.334906326,-0.0357153,0.694117263,-0.26557137,-0.01824152,0.867080924,-0.450608948,-0.000935067,0.55196162,-0.510882598,-0.100620779,0.297949035,-0.536978583,-0.178819171,0.041451791,-0.55961738,-0.008744529,0.553449643,-0.38373827,0.043734295,0.284606742,-0.373245298,0.162939218,0.043907714,-0.356737609,-0.037995082,0.98558411,-0.440623998
20,0.16666,-0.010449286,0.552068586,-0.449209352,-0.023899998,0.866363637,-0.452256027,0.019760454,0.868827515,-0.560900195,0.067620109,0.686291944,-0.59049513,-0.023899998,0.866363637,-0.452256027,-0.005054163,0.867722595,-0.336675541,-0.041446634,0.693511379,-0.267309254,-0.023899998,0.866363637,-0.452256027,-0.006588896,0.551580375,-0.512786703,-0.107184709,0.297905722,-0.538676621,-0.17906492,0.039427355,-0.559664913,-0.014309676,0.552556797,-0.385632001,0.038916264,0.283891737,-0.374375022,0.16239475,0.045444693,-0.356643407,-0.043223822,0.984931515,-0.442198417
21,0.174993,-0.015936601,0.551473429,-0.450923266,-0.029212736,0.865804282,-0.453953521,0.013787573,0.867982623,-0.56286674,0.060850185,0.685256667,-0.59256483,-0.029212736,0.865804282,-0.453953521,-0.010403697,0.867022225,-0.33836547,-0.047059556,0.692864379,-0.269003854,-0.029212736,0.865804282,-0.453953521,-0.012126256,0.550997331,-0.514503727,-0.113746238,0.297717281,-0.540256983,-0.17858217,0.0372256,-0.559197039,-0.019746947,0.551949527,-0.387342804,0.03359673,0.283334196,-0.375473045,0.161697006,0.047429362,-0.356563583,-0.048683786,0.984352718,-0.443950818
22,0.183326,-0.021717132,0.550899216,-0.452682557,-0.034634464,0.865250379,-0.455653415,0.007980891,0.86731719,-0.564720004,0.053927392,0.684345225,-0.594650258,-0.034634464,0.865250379,-0.455653415,-0.015738343,0.86647918,-0.340079682,-0.052554239,0.692300216,-0.270855992,-0.034634464,0.865250379,-0.455653415,-0.017846652,0.550460329,-0.516259654,-0.12001711,0.297385451,-0.541851414,-0.178075172,0.035141318,-0.558453101,-0.025587611,0.551338102,-0.38910546,0.028263109,0.282855156,-0.376549876,0.160897417,0.049565968,-0.356484121,-0.05406949,0.983805072,-0.445654818
23,0.191659,-0.027647761,0.550536187,-0.454516898,-0.040152886,0.864852841,-0.45752304,0.002543466,0.866797153,-0.5665602,0.04681997,0.683443669,-0.596672194,-0.040152886,0.864852841,-0.45752304,-0.021151795,0.86603828,-0.341966066,-0.057927858,0.691808872,-0.272848226,-0.040152886,0.864852841,-0.45752304,-0.023834428,0.550235197,-0.518098251,-0.125884683,0.297107219,-0.543644428,-0.17877639,0.033646926,-0.558117883,-0.031461093,0.550837177,-0.390935546,0.022683998,0.282445803,-0.37770625,0.159940697,0.051957552,-0.35639653,-0.059127352,0.983458623,-0.447249506
24,0.199992,-0.033498104,0.550323257,-0.456440251,-0.045662489,0.864705252,-0.459339722,-0.003373406,0.866340517,-0.568540548,0.039640676,0.682709211,-0.598789075,-0.045662489,0.864705252,-0.459339722,-0.026300924,0.865616854,-0.343840113,-0.063141994,0.691351473,-0.274847693,-0.045662489,0.864705252,-0.459339722,-0.029711381,0.550035256,-0.520023254,-0.131187721,0.296662692,-0.545430568,-0.181485436,0.032620844,-0.5584836,-0.037284828,0.550611258,-0.392857248,0.016887033,0.282263832,-0.378867856,0.158691279,0.0546697,-0.356266832,-0.064439972,0.983327186,-0.448892213
25,0.208325,-0.039355429,0.550331984,-0.459206598,-0.051140302,0.864730288,-0.461217314,-0.009052004,0.866038066,-0.570500094,0.032255947,0.682049753,-0.60095654,-0.051140302,0.864730288,-0.461217314,-0.031984126,0.865514146,-0.345682525,-0.068067812,0.690997333,-0.276925774,-0.051140302,0.864730288,-0.461217314,-0.035655511,0.550674071,-0.522794444,-0.135809083,0.296689758,-0.547327398,-0.184581389,0.032290718,-0.558849089,-0.043055347,0.549989897,-0.395618753,0.010353882,0.281562554,-0.380293912,0.157431617,0.057516424,-0.35600789,-0.06948929,0.983391954,-0.450464124
26,0.216658,-0.045231953,0.550595528,-0.461161367,-0.056645962,0.865057887,-0.463082667,-0.015095417,0.865763774,-0.572576571,0.024949049,0.68153417,-0.603261017,-0.056645962,0.865057887,-0.463082667,-0.036756764,0.865312292,-0.347669426,-0.073252098,0.690764834,-0.279208365,-0.056645962,0.865057887,-0.463082667,-0.041491932,0.551066883,-0.524746039,-0.140368744,0.296558954,-0.549030291,-0.186981754,0.031727807,-0.559519824,-0.048971973,0.550124173,-0.397576694,0.003714935,0.281577712,-0.381843832,0.155672721,0.060987081,-0.35601857,-0.074893977,0.983747444,-0.452466329
27,0.224991,-0.050967105,0.550916669,-0.46398531,-0.062194527,0.865402276,-0.465098489,-0.020659023,0.866091433,-0.574598206,0.016999794,0.681362899,-0.605303633,-0.062194527,0.865402276,-0.465098489,-0.042462877,0.865484642,-0.349657958,-0.077974549,0.690628362,-0.281468196,-0.062194527,0.865402276,-0.465098489,-0.047322965,0.552042761,-0.527567325,-0.144699686,0.29684534,-0.550647303,-0.188670492,0.031516787,-0.559902934,-0.054611245,0.549790577,-0.400403294,-0.003745054,0.280956258,-0.383629068,0.153850655,0.06455987,-0.356160268,-0.079559077,0.984202734,-0.454243483
28,0.233324,-0.056787778,0.551459466,-0.466057015,-0.067829605,0.865992159,-0.466735471,-0.026736221,0.866083851,-0.576404001,0.009608907,0.681192525,-0.607706883,-0.067829605,0.865992159,-0.466735471,-0.047505515,0.865987838,-0.351397739,-0.082848674,0.690801708,-0.28397132,-0.067829605,0.865992159,-0.466735471,-0.053086398,0.552640873,-0.52963472,-0.149572645,0.29703015,-0.551865271,-0.189710783,0.031062964,-0.56015535,-0.060489157,0.55027806,-0.402479311,-0.011657559,0.281071387,-0.385630658,0.151344609,0.068937015,-0.356516381,-0.084921962,0.984850363,-0.456082478
29,0.241657,-0.062423446,0.55214189,-0.469092143,-0.073347208,0.866691475,-0.468714685,-0.03242734,0.866616515,-0.578448089,0.001474616,0.681283707,-0.609881334,-0.073347208,0.866691475,-0.468714685,-0.053237087,0.866422711,-0.353339767,-0.087152095,0.690826368,-0.286247756,-0.073347208,0.866691475,-0.468714685,-0.05883154,0.554125211,-0.532656167,-0.154167726,0.297932711,-0.553077958,-0.190359035,0.031358135,-0.559898822,-0.066015352,0.55015857,-0.405528119,-0.020581668,0.280412323,-0.387825641,0.148655668,0.073449506,-0.357109915,-0.089845078,0.985612146,-0.457824232
30,0.24999,-0.068163834,0.552771954,-0.471233662,-0.078848321,0.867355021,-0.470286573,-0.038591804,0.867080362,-0.580264746,-0.006240037,0.68157779,-0.612324065,-0.078848321,0.867355021,-0.470286573,-0.05809446,0.867406794,-0.355025411,-0.09198251,0.691387049,-0.289038363,-0.078848321,0.867355021,-0.470286573,-0.064390235,0.554805083,-0.534785584,-0.15931035,0.298370632,-0.55407752,-0.190732179,0.031178778,-0.560364126,-0.071937433,0.550738825,-0.40768174,-0.030057841,0.280411717,-0.390075224,0.1450444,0.078598483,-0.357997764,-0.094979978,0.986357082,-0.459742073
31,0.258323,-0.074239325,0.55354688,-0.474516626,-0.084264634,0.868108749,-0.472057251,-0.044490794,0.86781625,-0.582210858,-0.014295947,0.682033553,-0.614748562,-0.084264634,0.868108749,-0.472057251,-0.063579797,0.868408535,-0.35678406,-0.096251593,0.691846603,-0.291637464,-0.084264634,0.868108749,-0.472057251,-0.070510518,0.556514865,-0.5380344,-0.163704732,0.299298227,-0.55521214,-0.190868729,0.031617858,-0.560472973,-0.077968132,0.550578895,-0.410998853,-0.04030358,0.279691219,-0.39250877,0.141072202,0.083709679,-0.359156096,-0.099956881,0.987161554,-0.461422839
32,0.266656,-0.08022755,0.554443979,-0.476448706,-0.089766171,0.869055664,-0.473887106,-0.050322176,0.868577238,-0.584158605,-0.022205742,0.682567886,-0.617258883,-0.089766171,0.869055664,-0.473887106,-0.068615925,0.869171435,-0.358698068,-0.100563034,0.692269234,-0.294117617,-0.089766171,0.869055664,-0.473887106,-0.076304791,0.557415744,-0.53995462,-0.168772808,0.29987212,-0.556128132,-0.191133667,0.03173915,-0.56092834,-0.084150309,0.551472215,-0.412942792,-0.050872965,0.279985433,-0.394827041,0.136032709,0.089401044,-0.360735998,-0.104792273,0.988191229,-0.463217484
33,0.274989,-0.086358891,0.555283483,-0.480487398,-0.095188466,0.869798391,-0.475348989,-0.056510725,0.869390827,-0.585891865,-0.030395956,0.683231699,-0.619780494,-0.095188466,0.869798391,-0.475348989,-0.074024949,0.87059987,-0.360165118,-0.104745111,0.693046236,-0.296788311,-0.095188466,0.869798391,-0.475348989,-0.082106794,0.559420098,-0.543906863,-0.172380398,0.300945046,-0.557396076,-0.191417762,0.032532883,-0.56068679,-0.090610988,0.551146867,-0.417067932,-0.062681921,0.279206708,-0.396840432,0.130293563,0.094802147,-0.362580247,-0.109856984,0.989009165,-0.465027481
34,0.283322,-0.092212726,0.55627483,-0.482332211,-0.100519976,0.870838896,-0.477082706,-0.062249865,0.870349794,-0.587767034,-0.038308098,0.684035081,-0.62239738,-0.100519976,0.870838896,-0.477082706,-0.078871493,0.871513495,-0.361988184,-0.108741167,0.693592953,-0.299236891,-0.100519976,0.870838896,-0.477082706,-0.087761782,0.560412069,-0.54573799,-0.1766846,0.301430837,-0.558469394,-0.191273962,0.032733203,-0.561128638,-0.09666367,0.55213759,-0.418926431,-0.073996993,0.279662138,-0.399330905,0.1238837,0.100587166,-0.364780578,-0.114622399,0.990100363,-0.466559796
35,0.291655,-0.097289888,0.556964235,-0.485185824,-0.105976786,0.871538834,-0.478477758,-0.068353632,0.871180803,-0.589384165,-0.046536141,0.684807745,-0.625087404,-0.105976786,0.871538834,-0.478477758,-0.084837709,0.87314502,-0.363297809,-0.112572009,0.694388506,-0.301958111,-0.105976786,0.871538834,-0.478477758,-0.092530788,0.561335612,-0.548553501,-0.17897224,0.301439146,-0.559614104,-0.191620474,0.032635572,-0.561346244,-0.102048989,0.552592857,-0.421818147,-0.086299404,0.279701455,-0.401254392,0.116943961,0.106610251,-0.367344084,-0.119793725,0.990843999,-0.468072122
36,0.299988,-0.10413507,0.557857843,-0.48900635,-0.111158432,0.872250228,-0.479992804,-0.074202169,0.872186861,-0.591123771,-0.054653281,0.685770678,-0.627899971,-0.111158432,0.872250228,-0.479992804,-0.08963526,0.874261336,-0.364890374,-0.116659184,0.695094732,-0.304436451,-0.111158432,0.872250228,-0.479992804,-0.099255642,0.563471132,-0.552266943,-0.18077291,0.301905631,-0.561158437,-0.191763574,0.033023606,-0.561195705,-0.109014498,0.552244555,-0.425745756,-0.098708932,0.279270525,-0.402950818,0.109432865,0.111967447,-0.369709099,-0.124737739,0.991595567,-0.469736101
37,0.308321,-0.109289027,0.558594372,-0.490996025,-0.116332019,0.87298768,-0.481470217,-0.080146462,0.873173237,-0.592854381,-0.062710688,0.686744683,-0.630617184,-0.116332019,0.87298768,-0.481470217,-0.09450473,0.875329475,-0.366431326,-0.120517418,0.695706001,-0.306896555,-0.116332019,0.87298768,-0.481470217,-0.104268762,0.56421438,-0.554245001,-0.182628529,0.30165626,-0.562220923,-0.191760013,0.032705947,-0.561393653,-0.114309292,0.552974365,-0.427747049,-0.110951964,0.279828361,-0.404929867,0.101537545,0.117965595,-0.372265013,-0.129532129,0.9923701,-0.471150213
38,0.316654,-0.114655915,0.559355336,-0.493193395,-0.121487848,0.873696484,-0.482948759,-0.085711364,0.874006786,-0.594464713,-0.070799251,0.687608755,-0.63343963,-0.121487848,0.873696484,-0.482948759,-0.100028415,0.876322524,-0.367846814,-0.124014699,0.696129578,-0.30918847,-0.121487848,0.873696484,-0.482948759,-0.109619884,0.565259129,-0.556415259,-0.184246309,0.301585843,-0.563338422,-0.191737063,0.032590257,-0.561440345,-0.119691945,0.553451543,-0.42997153,-0.123158626,0.280333512,-0.40683805,0.093168693,0.123530869,-0.374685886,-0.134252919,0.993111214,-0.472456725
39,0.324987,-0.120050727,0.560112809,-0.495675253,-0.126720832,0.874406145,-0.484315653,-0.091634972,0.874799717,-0.596050556,-0.078660061,0.688552636,-0.636415362,-0.126720832,0.874406145,-0.484315653,-0.104003589,0.877055142,-0.369455866,-0.128024161,0.696600742,-0.311621075,-0.126720832,0.874406145,-0.484315653,-0.115032853,0.566592072,-0.558842179,-0.185201102,0.301666077,-0.564434064,-0.191771087,0.032657481,-0.561343816,-0.125068601,0.553633546,-0.432508327,-0.135406079,0.280715986,-0.409060998,0.084749824,0.129267291,-0.377233179,-0.139484516,0.993826982,-0.47389166
40,0.33332,-0.124995245,0.560830139,-0.497349024,-0.131687001,0.875096762,-0.485523921,-0.097284197,0.875450821,-0.597471153,-0.086567062,0.689395035,-0.639352281,-0.131687001,0.875096762,-0.485523921,-0.109152047,0.877932401,-0.370632686,-0.131684761,0.696964223,-0.313813351,-0.131687001,0.875096762,-0.485523921,-0.120139657,0.567325415,-0.560526988,-0.186453225,0.301393723,-0.565372703,-0.191724322,0.032367836,-0.561419562,-0.129850833,0.554334864,-0.434171059,-0.147690394,0.281755777,-0.411301281,0.075583501,0.134845974,-0.37992268,-0.144280184,0.994547352,-0.475234326
41,0.341653,-0.129934527,0.561571904,-0.498911093,-0.136697239,0.87581247,-0.486793272,-0.102886714,0.876131875,-0.598920911,-0.094539056,0.69029041,-0.642267282,-0.136697239,0.87581247,-0.486793272,-0.113967899,0.878559897,-0.371938191,-0.135258599,0.697178601,-0.315963441,-0.136697239,0.87581247,-0.486793272,-0.125253868,0.568118681,-0.562096943,-0.187434414,0.301178692,-0.566251089,-0.191700761,0.03214762,-0.561516105,-0.134615186,0.555025127,-0.435725243,-0.159833044,0.282955103,-0.413757164,0.066072519,0.140050152,-0.382721843,-0.149110697,0.995280619,-0.47648915
42,0.349986,-0.135072776,0.562313669,-0.501136388,-0.141737524,0.876457692,-0.487980447,-0.108186575,0.8767462,-0.600186113,-0.102567177,0.691178024,-0.645114007,-0.141737524,0.876457692,-0.487980447,-0.118524998,0.879085495,-0.373219241,-0.138705937,0.697330394,-0.318051731,-0.141737524,0.876457692,-0.487980447,-0.130509166,0.569508008,-0.564260357,-0.187968872,0.301496288,-0.567215896,-0.191720369,0.032478415,-0.561415082,-0.139636387,0.55511933,-0.438012419,-0.17210055,0.283805698,-0.416203566,0.056335462,0.144826154,-0.385871832,-0.153819005,0.995978745,-0.477897625
