,Time,Hips.X,Hips.Y,Hips.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightArm.X,RightArm.Y,RightArm.Z,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,Neck.X,Neck.Y,Neck.Z,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightLeg.X,RightLeg.Y,RightLeg.Z,RightFoot.X,RightFoot.Y,RightFoot.Z,LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,Head.X,Head.Y,Head.Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.216658,0.011227703,0.56788476,0.022488567,0.022742029,0.878447852,0.069019936,-0.086549108,0.89522869,0.030423151,-0.164403438,0.722469891,0.006366097,0.022742029,0.878447852,0.069019936,0.138079191,0.88736685,0.0507538,0.21415241,0.712172971,0.048385002,0.022742029,0.878447852,0.069019936,-0.052333484,0.569644586,0.018733703,-0.062691123,0.297733024,0.051861587,-0.060460036,0.035442361,-0.008279659,0.07478889,0.566124934,0.026243432,0.106782196,0.295324707,0.054248792,0.144426541,0.036249182,-0.008049807,0.032719409,0.990587585,0.112124921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.224991,0.010960668,0.566828836,0.021881193,0.022260894,0.877005278,0.070669866,-0.087232385,0.894406114,0.032930049,-0.16750643,0.722889505,0.00795463,0.022260894,0.877005278,0.070669866,0.137534325,0.886326424,0.052203317,0.215163575,0.711811495,0.050233402,0.022260894,0.877005278,0.070669866,-0.052620267,0.568400617,0.018386237,-0.063358728,0.296972218,0.055155033,-0.060463566,0.035441189,-0.0081812,0.074541603,0.565257054,0.025376148,0.106467301,0.294790068,0.056504815,0.14433551,0.036316671,-0.008115935,0.032191695,0.988993174,0.11417846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.233324,0.010721558,0.565601869,0.021472786,0.021654481,0.875457693,0.072207603,-0.088054721,0.893416783,0.035367097,-0.170599503,0.723090509,0.009657947,0.021654481,0.875457693,0.072207603,0.136914567,0.884970806,0.053755656,0.216149233,0.711176904,0.051969976,0.021654481,0.875457693,0.072207603,-0.052874559,0.566980105,0.018178101,-0.064039154,0.296122236,0.058822924,-0.060563738,0.035480032,-0.00804936,0.074317674,0.564223634,0.02476747,0.106141969,0.294193892,0.05957821,0.144240565,0.036565534,-0.008204279,0.031779324,0.98713989,0.116451043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.241657,0.010363765,0.564139283,0.020872393,0.021145084,0.87360058,0.073883144,-0.088740593,0.892154182,0.037872549,-0.173641908,0.723128947,0.01126657,0.021145084,0.87360058,0.073883144,0.136360832,0.883426645,0.055318643,0.217131893,0.710338712,0.053820488,0.021145084,0.87360058,0.073883144,-0.053248156,0.565345942,0.01782477,-0.064737565,0.295174155,0.062722809,-0.060644021,0.035515783,-0.007840018,0.073975686,0.562932625,0.023920015,0.105818771,0.293467881,0.062848215,0.144183609,0.036770498,-0.008235766,0.031488358,0.985006448,0.118768072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.24999,0.010000737,0.562420134,0.020176006,0.020497002,0.871471273,0.07553837,-0.089546968,0.890702779,0.040376817,-0.17667618,0.722939125,0.012999859,0.020497002,0.871471273,0.07553837,0.135688799,0.881504366,0.056936004,0.218069571,0.709175666,0.055568993,0.020497002,0.871471273,0.07553837,-0.05362481,0.563474852,0.01736569,-0.065420168,0.294084489,0.066664138,-0.060671016,0.035455099,-0.00754249,0.073626283,0.561365416,0.022986323,0.10549713,0.292615254,0.066555055,0.144197291,0.037019422,-0.008220661,0.03112706,0.982616482,0.120998812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.258323,0.009527752,0.560451403,0.019474384,0.019880069,0.869044212,0.077220341,-0.09033827,0.888886264,0.042955611,-0.17971979,0.722458701,0.014698727,0.019880069,0.869044212,0.077220341,0.13505083,0.879295503,0.058606697,0.219015828,0.707732443,0.057327335,0.019880069,0.869044212,0.077220341,-0.054109993,0.56139938,0.016913298,-0.066106442,0.292822414,0.070421552,-0.060687612,0.035238514,-0.007292736,0.073165498,0.559503425,0.022035469,0.105123826,0.291621727,0.070601875,0.144241311,0.037278675,-0.008124068,0.030789001,0.979951066,0.123193947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.266656,0.009176941,0.558205164,0.018603464,0.019168946,0.866347149,0.078825187,-0.09122947,0.886753185,0.045483855,-0.182748896,0.721615777,0.016510203,0.019168946,0.866347149,0.078825187,0.13434274,0.876664236,0.060266737,0.219949374,0.705914406,0.05898574,0.019168946,0.866347149,0.078825187,-0.05447054,0.559034773,0.016251774,-0.066777143,0.291451751,0.074462673,-0.060555987,0.035098856,-0.007163487,0.072824422,0.557375555,0.020955155,0.104681431,0.290502387,0.074848364,0.144253672,0.03752991,-0.00796047,0.030526484,0.976881192,0.125581354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.274989,0.008731882,0.555618586,0.018050195,0.018520916,0.863203136,0.080520665,-0.092027456,0.884356541,0.048156304,-0.185771203,0.720650191,0.018189951,0.018520916,0.863203136,0.080520665,0.133663526,0.873757004,0.061901955,0.220911583,0.703839491,0.060695066,0.018520916,0.863203136,0.080520665,-0.054927053,0.556375706,0.016003914,-0.067581279,0.289729846,0.078297502,-0.060616694,0.034642947,-0.007145509,0.072390817,0.554861466,0.020096476,0.104377784,0.289152013,0.079391969,0.144390978,0.037707221,-0.007744707,0.030182072,0.973589115,0.127551086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.283322,0.008412487,0.552731811,0.017097245,0.017781254,0.859819439,0.082196185,-0.092920307,0.881540815,0.050744523,-0.188805213,0.71923493,0.019946378,0.017781254,0.859819439,0.082196185,0.132927957,0.870339261,0.063583525,0.221932385,0.701336019,0.062257906,0.017781254,0.859819439,0.082196185,-0.055255623,0.55343598,0.015337599,-0.068279916,0.287916945,0.082200479,-0.060718872,0.034220509,-0.007238261,0.072080597,0.552027643,0.018856892,0.103998975,0.287692465,0.084039452,0.144491637,0.037900051,-0.007516177,0.029866467,0.969977854,0.129651204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.291655,0.007995353,0.549527387,0.016133824,0.017153228,0.856036912,0.083773887,-0.093708078,0.87829326,0.053273285,-0.191792135,0.717458194,0.021694171,0.017153228,0.856036912,0.083773887,0.132279531,0.86668243,0.065106581,0.222905672,0.698542435,0.063887702,0.017153228,0.856036912,0.083773887,-0.05567983,0.550239729,0.014655974,-0.06894408,0.285952943,0.086190509,-0.060814523,0.033742762,-0.00730962,0.071670537,0.548815045,0.017611673,0.103689923,0.286039542,0.088776473,0.144639881,0.03803151,-0.007314403,0.02948916,0.965960404,0.131706737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.299988,0.007559021,0.546048946,0.015170402,0.016478063,0.85199324,0.085364274,-0.094553135,0.874621408,0.055768666,-0.194805422,0.715290518,0.023383674,0.016478063,0.85199324,0.085364274,0.131602244,0.862521706,0.066617665,0.223950346,0.695321547,0.065362209,0.016478063,0.85199324,0.085364274,-0.056121117,0.546813407,0.013955431,-0.069495651,0.283891605,0.090335291,-0.060851117,0.033275837,-0.007313816,0.071239159,0.545284484,0.016385372,0.103456874,0.284218031,0.093501913,0.144819565,0.038085878,-0.007128255,0.029163931,0.9616954,0.133711068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.308321,0.00694641,0.542242383,0.014189527,0.015929851,0.847600771,0.086851631,-0.095296271,0.870485409,0.058200205,-0.197795475,0.712742292,0.025084292,0.015929851,0.847600771,0.086851631,0.131016934,0.858175081,0.067904122,0.224848487,0.691800782,0.066969453,0.015929851,0.847600771,0.086851631,-0.056736645,0.543133615,0.013243689,-0.070019744,0.281727737,0.09467563,-0.060822298,0.032873513,-0.007330848,0.070629466,0.54135115,0.015135364,0.103282816,0.282199486,0.098290693,0.145004359,0.03807936,-0.006985214,0.028749967,0.957031796,0.135774048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.316654,0.006361725,0.538198455,0.013292428,0.015319329,0.842981155,0.088338705,-0.096084897,0.865980325,0.060481972,-0.200768394,0.709796337,0.026813462,0.015319329,0.842981155,0.088338705,0.130398116,0.853269907,0.069184719,0.225897755,0.687846789,0.068376986,0.015319329,0.842981155,0.088338705,-0.057322148,0.539237313,0.012581353,-0.070484847,0.279505333,0.099222434,-0.060816749,0.03257842,-0.007323176,0.070045598,0.537159596,0.014003502,0.103169269,0.280033438,0.10305178,0.145196222,0.038015642,-0.006854824,0.028335051,0.952174779,0.137737603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
