,Time,Hips.X,Hips.Y,Hips.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightArm.X,RightArm.Y,RightArm.Z,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,Neck.X,Neck.Y,Neck.Z,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightLeg.X,RightLeg.Y,RightLeg.Z,RightFoot.X,RightFoot.Y,RightFoot.Z,LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,Head.X,Head.Y,Head.Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,3.708185,0.015329227,0.566088816,0.242071931,0.014617679,0.847372684,0.381878656,-0.096868968,0.874317237,0.358202095,-0.142517491,0.753090075,0.217824643,0.014617679,0.847372684,0.381878656,0.127237512,0.870685353,0.359761835,0.179200911,0.734525699,0.236287161,0.014617679,0.847372684,0.381878656,-0.048339443,0.56423991,0.242392209,-0.069932511,0.293695077,0.280861258,-0.079400857,0.036920157,0.200890447,0.078997896,0.567937723,0.241751654,0.10632687,0.296025507,0.263141119,0.135479918,0.034631372,0.206206549,0.025394746,0.946826233,0.449152381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,3.716518,0.015165166,0.564935154,0.239471391,0.013798714,0.843862414,0.383969909,-0.097857829,0.870795455,0.361094404,-0.142805364,0.750370139,0.219803556,0.013798714,0.843862414,0.383969909,0.126480326,0.867308879,0.362313995,0.177846769,0.732268447,0.23736916,0.013798714,0.843862414,0.383969909,-0.04849556,0.562847723,0.239889919,-0.070128347,0.293045004,0.283239086,-0.079445554,0.037009409,0.200914707,0.078825891,0.567022585,0.239052863,0.105425655,0.295593213,0.266606151,0.135374018,0.035074576,0.206178718,0.024507107,0.942741598,0.452095856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,3.724851,0.014929546,0.563510965,0.236879577,0.013003365,0.839886286,0.38617735,-0.098775651,0.86696149,0.364081067,-0.142977156,0.747270785,0.221933246,0.013003365,0.839886286,0.38617735,0.125690165,0.863604705,0.364847024,0.176504535,0.729660033,0.238504767,0.013003365,0.839886286,0.38617735,-0.048721509,0.561185536,0.237476282,-0.070271332,0.292216709,0.285767175,-0.079525236,0.037018262,0.200876321,0.078580602,0.565836394,0.236282872,0.104630849,0.295100463,0.270401421,0.135352017,0.035569701,0.206227184,0.023897614,0.938249354,0.455017235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,3.733184,0.014664256,0.561830213,0.234073087,0.012204087,0.835481592,0.388359063,-0.09977332,0.862541231,0.367271214,-0.143426265,0.743996639,0.223997905,0.012204087,0.835481592,0.388359063,0.124894546,0.859467822,0.367349963,0.175189119,0.726667418,0.239599621,0.012204087,0.835481592,0.388359063,-0.048977725,0.559310814,0.234828955,-0.070258973,0.29137042,0.288640562,-0.079595346,0.037180406,0.200784952,0.078306238,0.564349612,0.23331722,0.103870831,0.294530091,0.274360033,0.135396734,0.036068345,0.206374867,0.023203938,0.933358142,0.457872311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,3.741517,0.014257595,0.559835302,0.231160133,0.011394038,0.830586922,0.390498706,-0.10072239,0.857771871,0.370330761,-0.143788157,0.740174765,0.226102118,0.011394038,0.830586922,0.390498706,0.124060367,0.854961302,0.369809362,0.173911389,0.723362037,0.240649963,0.011394038,0.830586922,0.390498706,-0.049376721,0.557194176,0.232118673,-0.070188263,0.290406407,0.291547626,-0.079852343,0.037301084,0.200648558,0.077891911,0.562476427,0.230201593,0.103050152,0.293809061,0.278425493,0.135556436,0.036532006,0.206521405,0.022569482,0.92801109,0.460616809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,3.74985,0.013800318,0.557494815,0.228252414,0.010629527,0.825272401,0.392578499,-0.10166367,0.85243502,0.373387588,-0.144240828,0.735950711,0.228114629,0.010629527,0.825272401,0.392578499,0.123264495,0.850046156,0.372195027,0.172695463,0.719616994,0.241694243,0.010629527,0.825272401,0.392578499,-0.049830612,0.554829171,0.229356766,-0.06997592,0.28936673,0.294659858,-0.08019547,0.03746443,0.200536898,0.077431248,0.560160459,0.227148063,0.10223889,0.29285685,0.282591696,0.135814766,0.036891845,0.206611986,0.021893381,0.922262652,0.46328157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,3.758183,0.013152801,0.554801772,0.225346441,0.009915153,0.819536422,0.394572458,-0.102568085,0.846587645,0.3763622,-0.14477462,0.731216681,0.230096037,0.009915153,0.819536422,0.394572458,0.122527653,0.844678408,0.37451837,0.171514863,0.715434174,0.242678231,0.009915153,0.819536422,0.394572458,-0.050476327,0.552172774,0.226628186,-0.069677444,0.288193566,0.297950902,-0.080608897,0.037612681,0.200441604,0.07678193,0.55743077,0.224064696,0.101346779,0.291704732,0.286729483,0.136183781,0.037168281,0.206630059,0.021203467,0.916050774,0.465919927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,3.766516,0.012480849,0.551759663,0.222327021,0.009237255,0.813368131,0.396446426,-0.103454254,0.840196157,0.379220228,-0.14536749,0.725907517,0.232022984,0.009237255,0.813368131,0.396446426,0.121830224,0.838888763,0.376764411,0.170400836,0.71080161,0.243647101,0.009237255,0.813368131,0.396446426,-0.051152372,0.549261443,0.223665868,-0.06927346,0.286980986,0.301262409,-0.081132659,0.037786887,0.200366423,0.076114071,0.554257883,0.220988175,0.100300572,0.290310716,0.290899125,0.136553232,0.037345986,0.206560939,0.020539027,0.909365269,0.468486186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,3.774849,0.011719886,0.548337072,0.219471663,0.008621075,0.806832787,0.398237988,-0.104278351,0.833332132,0.381886673,-0.146059814,0.720058269,0.233869842,0.008621075,0.806832787,0.398237988,0.121194748,0.832688779,0.378886067,0.169342336,0.70568547,0.244581895,0.008621075,0.806832787,0.398237988,-0.051918662,0.546014789,0.220872625,-0.068790968,0.285527573,0.304552793,-0.08173248,0.037786886,0.200267566,0.075358434,0.550659356,0.218070701,0.099119366,0.28868796,0.295187762,0.136949177,0.037459952,0.206464976,0.019888723,0.902336988,0.470935273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,3.783182,0.010808824,0.544535745,0.216721024,0.008040957,0.799954681,0.399923788,-0.105082227,0.825988454,0.3843916,-0.146826671,0.71364727,0.235655252,0.008040957,0.799954681,0.399923788,0.12061738,0.826081474,0.380955376,0.168327391,0.70013603,0.245503756,0.008040957,0.799954681,0.399923788,-0.052839422,0.542481345,0.218099672,-0.068322653,0.283886501,0.307707771,-0.082447662,0.03763714,0.200097011,0.07445707,0.546590146,0.215342375,0.097923685,0.286815822,0.299646904,0.137372985,0.037502674,0.206346063,0.019226545,0.894978949,0.473259855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,3.791515,0.009944886,0.540350446,0.214104775,0.007499999,0.792703756,0.401568335,-0.105824877,0.818257897,0.386725175,-0.147631083,0.706648277,0.237456374,0.007499999,0.792703756,0.401568335,0.120082152,0.819070036,0.382968894,0.167334378,0.694151094,0.246410752,0.007499999,0.792703756,0.401568335,-0.053714265,0.53857039,0.215355512,-0.067769669,0.281942344,0.310671445,-0.083113379,0.037206572,0.199823299,0.073604037,0.542130502,0.212854038,0.096738034,0.284724073,0.304218053,0.137725498,0.037473669,0.206209863,0.018693526,0.88736192,0.47537514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,3.799848,0.009187413,0.535798627,0.211668296,0.006976045,0.785201136,0.403102184,-0.10655913,0.810133755,0.388819695,-0.148475124,0.699129313,0.239131002,0.006976045,0.785201136,0.403102184,0.11960485,0.811622109,0.38486635,0.166410825,0.687660724,0.247285767,0.006976045,0.785201136,0.403102184,-0.054482573,0.534311132,0.212736331,-0.067180626,0.27973374,0.31358149,-0.083657361,0.036608544,0.199401827,0.0728574,0.537286122,0.210600261,0.095428834,0.282404406,0.308918499,0.138002915,0.037373252,0.206129781,0.018092423,0.879407984,0.477495755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,3.808181,0.008443903,0.53083142,0.209366206,0.006464984,0.777356834,0.404555657,-0.107248645,0.80170688,0.390693953,-0.14930361,0.691124834,0.24073185,0.006464984,0.777356834,0.404555657,0.119143152,0.803787637,0.386641864,0.165537336,0.680728062,0.248115469,0.006464984,0.777356834,0.404555657,-0.05523577,0.529636168,0.210197543,-0.066630413,0.277201223,0.316439698,-0.084057884,0.035769625,0.198858209,0.072123576,0.532026672,0.20853487,0.094091703,0.279885336,0.313809668,0.138147735,0.037233654,0.20611767,0.017543857,0.871117413,0.479516447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,3.816514,0.007759734,0.525487222,0.207203743,0.005950038,0.769261272,0.40589764,-0.107931982,0.792988799,0.392342158,-0.150131877,0.682649236,0.242242221,0.005950038,0.769261272,0.40589764,0.118702138,0.79557872,0.388284661,0.164710803,0.673315584,0.248926958,0.005950038,0.769261272,0.40589764,-0.055927529,0.524564782,0.207753478,-0.066118697,0.274396757,0.319345299,-0.08434982,0.034757532,0.198270911,0.071446996,0.526409662,0.206654009,0.092690646,0.277116797,0.318646911,0.138214301,0.036954483,0.206094705,0.016809002,0.862646345,0.481357686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,3.824847,0.007105235,0.51977825,0.205186143,0.005409362,0.760951503,0.407133462,-0.10861819,0.7840819,0.393770713,-0.150903965,0.673704569,0.243722723,0.005409362,0.760951503,0.407133462,0.118265662,0.787006164,0.389799357,0.16397544,0.665471631,0.249707906,0.005409362,0.760951503,0.407133462,-0.056586963,0.519106158,0.205455647,-0.065576926,0.271407976,0.322525822,-0.08450858,0.033726854,0.197755567,0.070797434,0.520450342,0.204916639,0.091231925,0.274183664,0.323558073,0.138132984,0.036701821,0.205995305,0.016216773,0.853993125,0.483023935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3.83318,0.006454228,0.513723703,0.203309914,0.004877032,0.752458365,0.408250208,-0.109304272,0.774916667,0.395054924,-0.151690242,0.664350104,0.245174619,0.004877032,0.752458365,0.408250208,0.117858694,0.778142582,0.391181932,0.163304497,0.657191886,0.250500557,0.004877032,0.752458365,0.408250208,-0.057240581,0.51328628,0.203286256,-0.064950468,0.26842162,0.326259794,-0.084488579,0.032959483,0.197441381,0.070149036,0.514161126,0.203333572,0.089684499,0.271116887,0.328587309,0.137904038,0.036551297,0.205818422,0.015745483,0.845110547,0.484606985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,3.841513,0.005778785,0.507342779,0.20159251,0.004420915,0.743831232,0.409243122,-0.109911926,0.765556037,0.396132242,-0.152399371,0.654575766,0.246586805,0.004420915,0.743831232,0.409243122,0.117569698,0.769088031,0.392650709,0.162578105,0.64832216,0.251670252,0.004420915,0.743831232,0.409243122,-0.057916598,0.507126587,0.20132422,-0.064118089,0.265484021,0.330595435,-0.084366095,0.032577751,0.197317428,0.069474168,0.507558971,0.2018608,0.088055836,0.267941434,0.333689448,0.137589827,0.036512315,0.205606326,0.015025481,0.836224686,0.485949708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3.849846,0.005061455,0.500722745,0.200051384,0.003997475,0.735122357,0.410181557,-0.110499134,0.755980573,0.397092545,-0.153079995,0.644430012,0.247998669,0.003997475,0.735122357,0.410181557,0.117338117,0.759721405,0.393913586,0.162090448,0.639133078,0.252699828,0.003997475,0.735122357,0.410181557,-0.058632737,0.500743742,0.199531827,-0.063198856,0.262656149,0.335304003,-0.084204849,0.032557435,0.197348686,0.068755647,0.500701748,0.200570941,0.086303879,0.264665693,0.338844854,0.137231356,0.036553511,0.20546733,0.014386548,0.827472945,0.486969209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,3.858179,0.004328417,0.493846148,0.198752859,0.003581179,0.726395927,0.411033456,-0.111084143,0.746288289,0.397917864,-0.153740835,0.633878298,0.249492657,0.003581179,0.726395927,0.411033456,0.117133806,0.750203977,0.395069785,0.161631897,0.629568779,0.253815723,0.003581179,0.726395927,0.411033456,-0.059364024,0.494105868,0.198100126,-0.062401307,0.259800763,0.340341216,-0.084216555,0.032821714,0.197432343,0.068020857,0.493586428,0.199405592,0.084474242,0.261273178,0.343975559,0.136873396,0.036602751,0.205426409,0.013775011,0.81866412,0.487946225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,3.866512,0.003560472,0.486761856,0.197688208,0.003203474,0.717661441,0.411833864,-0.111632195,0.736496671,0.398648104,-0.15437422,0.62296514,0.251103697,0.003203474,0.717661441,0.411833864,0.11696792,0.740613179,0.396126238,0.161226525,0.619655721,0.255072665,0.003203474,0.717661441,0.411833864,-0.060128313,0.487299861,0.196869809,-0.061852242,0.256900681,0.3453753,-0.084314354,0.033172597,0.197525588,0.067249256,0.486223852,0.198506608,0.082535589,0.25765468,0.349049281,0.136496326,0.036586766,0.205398469,0.013279933,0.809869741,0.488833875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,3.874845,0.003036873,0.479494305,0.196916773,0.002821913,0.709008337,0.412608124,-0.112171418,0.726690187,0.399201143,-0.155071693,0.61178196,0.252772638,0.002821913,0.709008337,0.412608124,0.116822688,0.730882618,0.397077504,0.160866689,0.609376749,0.256428683,0.002821913,0.709008337,0.412608124,-0.060647061,0.480258849,0.195920487,-0.061381147,0.253772077,0.350334988,-0.084382713,0.033416575,0.197584472,0.066720806,0.478729762,0.197913058,0.080543544,0.253844169,0.354041329,0.136083753,0.0365543,0.205317634,0.01288055,0.801187607,0.489645217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,3.883178,0.002513274,0.472129016,0.196349541,0.002504206,0.700438698,0.413355994,-0.112622504,0.716897821,0.399542992,-0.155799508,0.600386283,0.254469049,0.002504206,0.700438698,0.413355994,0.116733744,0.721154741,0.397918404,0.160530282,0.598752232,0.25797152,0.002504206,0.700438698,0.413355994,-0.061163609,0.473120738,0.195128251,-0.061286022,0.250453436,0.355002867,-0.084373201,0.033436993,0.197557052,0.066190157,0.471137294,0.197570831,0.078579057,0.249888682,0.358928204,0.135693509,0.0365397,0.205180063,0.012511104,0.79263631,0.490377874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,3.891511,0.002176426,0.464646789,0.196120903,0.002019591,0.692119878,0.414034607,-0.113250178,0.707340406,0.399996204,-0.156171503,0.588397101,0.256832342,0.002019591,0.692119878,0.414034607,0.116511559,0.711383219,0.398660149,0.16015365,0.58782602,0.259683072,0.002019591,0.692119878,0.414034607,-0.061493239,0.465800253,0.194684285,-0.061251499,0.246806246,0.359554541,-0.084260154,0.033265245,0.19741515,0.06584609,0.463493325,0.197557521,0.076821755,0.245863783,0.363863118,0.135366223,0.036603467,0.205114875,0.012132851,0.784319552,0.491040124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,3.899844,0.001870993,0.457159327,0.196199443,0.001735783,0.683901789,0.414870797,-0.11364338,0.697737718,0.400307935,-0.156626044,0.576363598,0.259217699,0.001735783,0.683901789,0.414870797,0.116439808,0.701715501,0.399329909,0.1598331,0.576601426,0.261674065,0.001735783,0.683901789,0.414870797,-0.061791859,0.45844042,0.19458064,-0.061266216,0.243045938,0.364125843,-0.084205531,0.033138384,0.197299749,0.065533845,0.455878234,0.197818245,0.075081458,0.241737485,0.368678474,0.135150195,0.036669195,0.20510255,0.011726199,0.776277459,0.491681179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,3.908177,0.001637119,0.449678846,0.19655549,0.001421288,0.675962452,0.4157118,-0.114045525,0.688454771,0.40063804,-0.156901892,0.564198264,0.262040445,0.001421288,0.675962452,0.4157118,0.11633127,0.692189681,0.399956358,0.159499818,0.565163458,0.26399145,0.001421288,0.675962452,0.4157118,-0.062019221,0.451058994,0.194770512,-0.061286466,0.239177771,0.368685565,-0.084156086,0.03301682,0.197241749,0.065293458,0.448298698,0.198340468,0.073390103,0.237524953,0.373410476,0.135007133,0.036758072,0.205141821,0.011382855,0.76850378,0.492326272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,3.91651,0.001363102,0.442324028,0.197232677,0.001139736,0.668358351,0.416667915,-0.114383927,0.679397483,0.400910952,-0.157060899,0.551930955,0.265203172,0.001139736,0.668358351,0.416667915,0.116226832,0.682919292,0.400580644,0.159101412,0.553574311,0.266725171,0.001139736,0.668358351,0.416667915,-0.062289671,0.443785856,0.195386608,-0.061324201,0.235223206,0.373266691,-0.084138833,0.033000448,0.197187765,0.065015876,0.440862201,0.199078746,0.071875962,0.233318968,0.378018347,0.134834849,0.036943767,0.205127345,0.011144641,0.761159753,0.492961487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,3.924843,0.00108734,0.435121054,0.198044256,0.000841199,0.660999771,0.417669408,-0.114705136,0.670645865,0.401181282,-0.157109892,0.539708185,0.268732039,0.000841199,0.660999771,0.417669408,0.116059716,0.674035154,0.401218471,0.158523774,0.541910641,0.269972296,0.000841199,0.660999771,0.417669408,-0.062561002,0.436655705,0.196106765,-0.061286138,0.231456048,0.377854146,-0.084116482,0.033260361,0.197256294,0.064735682,0.433586404,0.199981746,0.070750391,0.229165614,0.382510097,0.134514212,0.037153318,0.205073369,0.010859449,0.75415374,0.493530336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,3.933176,0.000787143,0.428143228,0.199082726,0.000604404,0.654080439,0.418698892,-0.114964881,0.662223603,0.40157317,-0.156965394,0.527640215,0.272697611,0.000604404,0.654080439,0.418698892,0.115959438,0.665503026,0.402007524,0.157842125,0.530232767,0.27381455,0.000604404,0.654080439,0.418698892,-0.062856957,0.429754545,0.19706962,-0.061277868,0.227735336,0.382343419,-0.084045997,0.033597739,0.197382491,0.064431244,0.426531911,0.201095833,0.069866123,0.225151751,0.38699131,0.134201444,0.037572744,0.205075334,0.010807005,0.747562459,0.494130493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,3.941509,0.000485202,0.421456872,0.200119452,0.000283051,0.647426336,0.419779203,-0.115279,0.65427673,0.402049417,-0.156702954,0.51581786,0.277154107,0.000283051,0.647426336,0.419779203,0.115725859,0.657509984,0.402834019,0.157080182,0.518854808,0.278133565,0.000283051,0.647426336,0.419779203,-0.063151141,0.423199375,0.19797467,-0.061317137,0.224169461,0.386453753,-0.084034591,0.033927502,0.197482185,0.064121544,0.419714369,0.202264234,0.06920321,0.221277948,0.39130867,0.133826919,0.037993077,0.205166865,0.010693258,0.741312815,0.49467823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,3.949842,0.000197222,0.415051513,0.201238208,-9.27E-05,0.641114858,0.420880165,-0.115646126,0.646904594,0.402721102,-0.156272595,0.504391152,0.282201186,-9.27E-05,0.641114858,0.420880165,0.115412821,0.650116388,0.403754095,0.156130857,0.507881425,0.282936472,-9.27E-05,0.641114858,0.420880165,-0.063427855,0.41695371,0.198903325,-0.061295364,0.220702779,0.390271189,-0.083973327,0.034274203,0.197531895,0.0638223,0.413149316,0.203573091,0.068729541,0.217486696,0.395491546,0.133451867,0.038457437,0.205286697,0.010509157,0.735430057,0.495211524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,3.958175,-0.000136136,0.409000457,0.202341256,-0.0004493,0.635154451,0.421976779,-0.116012284,0.640089906,0.403627416,-0.155685375,0.493440625,0.287844535,-0.0004493,0.635154451,0.421976779,0.115129527,0.643394309,0.404962068,0.154974075,0.497295752,0.288543577,-0.0004493,0.635154451,0.421976779,-0.063748577,0.411075367,0.199816872,-0.061186173,0.217402606,0.393788341,-0.083935044,0.034608865,0.197606598,0.063476306,0.406925547,0.20486564,0.06841769,0.213830767,0.3993666,0.133063675,0.038908835,0.205352287,0.01025172,0.729956503,0.495671871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,3.966508,-0.000326377,0.403294976,0.203564732,-0.000785182,0.62966749,0.423062002,-0.116356135,0.633973981,0.404604754,-0.154852765,0.482894919,0.2942473,-0.000785182,0.62966749,0.423062002,0.114828718,0.637442139,0.406066652,0.153568244,0.487151601,0.294721942,-0.000785182,0.62966749,0.423062002,-0.063924752,0.405498147,0.200805536,-0.060954981,0.214178432,0.397092525,-0.08367874,0.034970727,0.197626817,0.063271999,0.401091804,0.206323928,0.068254622,0.210183582,0.402970461,0.132598822,0.039474803,0.205140544,0.010030693,0.724878885,0.496210581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,3.974841,-0.000623083,0.398013609,0.204891182,-0.00113274,0.62467244,0.424179864,-0.116723958,0.628398685,0.405723252,-0.153900943,0.472964916,0.301110362,-0.00113274,0.62467244,0.424179864,0.114533185,0.631939548,0.407314397,0.152299231,0.477610041,0.301287182,-0.00113274,0.62467244,0.424179864,-0.064210092,0.40036442,0.201995253,-0.060672549,0.211071593,0.400228313,-0.083462947,0.035365815,0.197678524,0.062963927,0.395662798,0.207787111,0.068105841,0.206706071,0.406305501,0.132208623,0.039930105,0.20507193,0.009795897,0.720342818,0.49671021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3.983174,-0.001106539,0.393198246,0.206388675,-0.001456282,0.620224224,0.425355142,-0.11708861,0.623288874,0.407034838,-0.152986008,0.463701374,0.308399916,-0.001456282,0.620224224,0.425355142,0.114255143,0.626942296,0.408574359,0.151123696,0.46866703,0.308198608,-0.001456282,0.620224224,0.425355142,-0.064684496,0.395732075,0.203448676,-0.060332245,0.208165816,0.403300099,-0.083215385,0.035888078,0.197837006,0.062471418,0.390664417,0.209328674,0.067995526,0.203379977,0.4094153,0.131664808,0.040423587,0.204940909,0.009591316,0.716396348,0.497200676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,3.991507,-0.001094321,0.388880301,0.207990887,-0.001781483,0.616402702,0.426492909,-0.11749755,0.618639698,0.408586245,-0.152091837,0.455128352,0.316104267,-0.001781483,0.616402702,0.426492909,0.114012988,0.622347776,0.40999571,0.1503046,0.46053571,0.31520428,-0.001781483,0.616402702,0.426492909,-0.06466758,0.391402307,0.204941162,-0.059581098,0.205296545,0.406136112,-0.082799501,0.036340439,0.197970122,0.062478937,0.386358296,0.211040612,0.067864328,0.200378567,0.412344296,0.131070592,0.041033935,0.204901302,0.009212292,0.712970558,0.49781397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,3.99984,-0.001343904,0.385101663,0.209720508,-0.002068915,0.613162112,0.427700143,-0.117881229,0.614484486,0.41033292,-0.151448,0.447369166,0.32412745,-0.002068915,0.613162112,0.427700143,0.113817475,0.618250473,0.411565891,0.149419637,0.452949387,0.322719516,-0.002068915,0.613162112,0.427700143,-0.064918295,0.38757592,0.206655325,-0.059062718,0.20256797,0.408839414,-0.082473411,0.036879104,0.198084868,0.062230488,0.382627407,0.212785691,0.067673687,0.197670145,0.41502767,0.130213501,0.041679922,0.204851169,0.00889082,0.710152966,0.498450168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,4.008173,-0.001516691,0.381916438,0.21168924,-0.002351646,0.610554475,0.429083933,-0.118203038,0.610918505,0.411932156,-0.151041751,0.440433964,0.332293714,-0.002351646,0.610554475,0.429083933,0.113587594,0.614726466,0.413066814,0.148592699,0.44607353,0.330504892,-0.002351646,0.610554475,0.429083933,-0.065096433,0.384272551,0.208642001,-0.058534326,0.199941654,0.411421917,-0.081976482,0.037455283,0.198192032,0.062063051,0.379560324,0.214736478,0.067474031,0.195177074,0.41750278,0.1293373,0.042342038,0.204822909,0.008560961,0.708145739,0.499010806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,4.016506,-0.001631883,0.379345568,0.213678915,-0.002687381,0.608603352,0.430439839,-0.118613357,0.608085483,0.413803705,-0.150433899,0.434302501,0.341191246,-0.002687381,0.608603352,0.430439839,0.113295813,0.611819313,0.41452075,0.147802664,0.439984776,0.338574647,-0.002687381,0.608603352,0.430439839,-0.065215441,0.381601425,0.210635438,-0.057967136,0.197642241,0.413729298,-0.081480718,0.038094522,0.19829955,0.061951675,0.37708971,0.216722392,0.067221064,0.193013045,0.419770784,0.128244513,0.043176799,0.204727585,0.008251499,0.706626613,0.499755701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,4.024839,-0.001781981,0.377366364,0.215837887,-0.003037106,0.607283362,0.431921005,-0.119022934,0.605781065,0.415768853,-0.15042703,0.429207342,0.35003344,-0.003037106,0.607283362,0.431921005,0.112996013,0.609420043,0.416185352,0.147291041,0.434782329,0.346822819,-0.003037106,0.607283362,0.431921005,-0.065370518,0.379532589,0.212833556,-0.057420312,0.195562457,0.415891232,-0.081163484,0.038798282,0.198452517,0.061806555,0.375200139,0.218842218,0.066841834,0.191160483,0.421930096,0.127242384,0.04403802,0.204846946,0.007884105,0.705792705,0.500547123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,4.033172,-0.001982694,0.375949157,0.2181871,-0.003457284,0.606635247,0.433510692,-0.119502859,0.604194914,0.417911645,-0.150174874,0.424869369,0.359711838,-0.003457284,0.606635247,0.433510692,0.112587625,0.607742603,0.417755887,0.146825021,0.430499559,0.355319155,-0.003457284,0.606635247,0.433510692,-0.065577161,0.378045633,0.215259795,-0.056802517,0.193708072,0.417949963,-0.080789341,0.039606078,0.198642993,0.061611772,0.373852681,0.221114406,0.066405693,0.189551899,0.42397119,0.126165858,0.045076173,0.204941908,0.007626333,0.705578233,0.501483822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,4.041505,-0.002150246,0.374989226,0.220698629,-0.003701987,0.606518362,0.43508666,-0.119816308,0.603131994,0.42019176,-0.150380949,0.421628739,0.369123057,-0.003701987,0.606518362,0.43508666,0.112375579,0.606634961,0.419535259,0.146653822,0.427127337,0.363968577,-0.003701987,0.606518362,0.43508666,-0.06575232,0.377041743,0.21790869,-0.056279894,0.191984932,0.41991088,-0.080555842,0.040449958,0.198853943,0.061451829,0.372936708,0.223488568,0.065935194,0.188173947,0.425931786,0.125449133,0.046092906,0.20527502,0.00730366,0.705922635,0.502396197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,4.049838,-0.002370157,0.374591291,0.223286953,-0.003934348,0.607016708,0.436717824,-0.120108736,0.602707762,0.422547235,-0.150812825,0.419425976,0.378380651,-0.003934348,0.607016708,0.436717824,0.112172934,0.606200901,0.421411144,0.146656689,0.424718658,0.372824033,-0.003934348,0.607016708,0.436717824,-0.065974883,0.37659333,0.220520879,-0.055623145,0.190580143,0.421599399,-0.080329427,0.041282626,0.199072568,0.061234569,0.372589252,0.226053026,0.065377435,0.186948128,0.427698369,0.124950817,0.047100933,0.205635059,0.007026271,0.706868163,0.5033696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
